type,title,description,director,n_directors,cast,n_cast_members,country,n_countries,main_country,continent,language,release_year,release_decade,date_added,year_added,delay_added,rating,rating_group,duration,duration_category,listed_in,n_genres,genre
TV Show,Miss Rose,"Resolving to get married soon, hardworking Si-yi finds love in an unexpected place, but her ex and her job interfere with her plans.",Not Informed,0,"Roy Chiu, Megan Lai, Paul Hsu, Tia Lee, Chunya Chao, Puff Kuo, Blaire Chang",7,Taiwan,1,Taiwan,Asia,Mandarin,2015,2010,2016-08-01,2016,1,TV-MA,Adult,1,Limited Series,"International TV Shows, Romantic TV Shows, TV Comedies",3,International
Movie,Miss Sharon Jones!,This uplifting documentary follows R&B singer Sharon Jones's battle with pancreatic cancer while keeping her band intact for a return to the stage.,Barbara Kopple,1,Sharon Jones,1,United States,1,United States,North America,English,2015,2010,2017-01-07,2017,2,TV-MA,Adult,94,Feature Film,"Documentaries, Music & Musicals",2,Documentary
Movie,Miss Stevens,Emotionally vulnerable teacher Rachel accompanies three students to a weekend drama competition and forms an unexpected bond with troubled teen Billy.,Julia Hart,1,"Lily Rabe, Timothée Chalamet, Lili Reinhart, Anthony Quintal, Oscar Nuñez, Rob Huebel",6,United States,1,United States,North America,English,2016,2010,2016-12-19,2016,0,NR,Unknown,86,Feature Film,"Dramas, Independent Movies",2,Drama
Movie,Mission Control: The Unsung Heroes of Apollo,"Combining archive footage with present-day interviews, this documentary explores how Apollo's mission control helped change the course of history.",David Fairhead,1,Not Informed,0,"United States, United Kingdom",2,United States,North America,English,2017,2010,2017-08-13,2017,0,TV-14,Teen,100,Feature Film,Documentaries,1,Documentary
Movie,Mission of Honor,"As Hitler's Nazis threaten to take command of Britain's skies, a squadron of Polish pilots arrives to aid the Royal Air Force against a mutual enemy.",David Blair,1,"Iwan Rheon, Milo Gibson, Stefanie Martini, Marcin Dorociński, Krystof Hádek, Christopher Jaciow",6,"United Kingdom, Poland",2,United Kingdom,Europe,English,2018,2010,2019-07-29,2019,1,TV-MA,Adult,107,Feature Film,"Action & Adventure, Dramas",2,Action & Adventure
Movie,Mission: Destroy Love,Two strangers meet by chance on a trip to Thailand and form a connection when they realize their former romantic partners ended up getting together.,Osman Ali,1,"Bront Palarae, Maya Karin, Remy Ishak, Izara Aishah, Azad Jazmin, Dira Abu Zahar, Zarina Zainuddin",7,Malaysia,1,Malaysia,Asia,Malay,2014,2010,2017-08-07,2017,3,TV-PG,Teen,93,Feature Film,"Comedies, International Movies, Romantic Movies",3,Comedy
Movie,Mississippi Grind,A gambler mired in debt thinks another cardsharp may just be his good luck charm as the two head for New Orleans to buy into a high-stakes poker game.,"Anna Boden, Ryan Fleck",2,"Ryan Reynolds, Ben Mendelsohn, Sienna Miller, Analeigh Tipton, Alfre Woodard, James Toback, Robin Weigert",7,United States,1,United States,North America,English,2015,2010,2018-07-26,2018,3,R,Adult,109,Feature Film,"Dramas, Independent Movies",2,Drama
Movie,Moh Maya Money,"After investing in a shady deal that quickly falls apart, a morally flexible real estate agent involves his wife in a dangerous recovery plan.",Munish Bhardwaj,1,"Ranvir Shorey, Neha Dhupia, Devendra Chowhan, Ashwath Bhatt, Vidushi Mehra, Anant Raina",6,India,1,India,Asia,Hindi,2016,2010,2017-05-01,2017,1,TV-MA,Adult,109,Feature Film,"Dramas, Independent Movies, International Movies",3,Drama
Movie,Mohawk,"During the War of 1812, two Native Americans and their British ally are pursued into enemy territory by American soldiers thirsting for revenge.",Ted Geoghegan,1,"Kaniehtiio Horn, Eamon Farren, Justin Rain, Ezra Buzzington, Noah Segan, Ian Colletti, Robert Longstreet, Jon Huber, Jack Gwaltney, Sheri Foster, David La Haye",11,United States,1,United States,North America,English,2017,2010,2018-06-30,2018,1,TV-MA,Adult,92,Feature Film,"Action & Adventure, Horror Movies, Independent Movies",3,Action & Adventure
Movie,Mojave,A lethal game of cat and mouse stretches from the desert to Tinseltown after Hollywood bad boy Thomas runs afoul of a cunning and dangerous drifter.,William Monahan,1,"Garrett Hedlund, Oscar Isaac, Louise Bourgoin, Walton Goggins, Mark Wahlberg, Fran Kranz",6,United States,1,United States,North America,English,2015,2010,2018-07-26,2018,3,R,Adult,93,Feature Film,"Dramas, Independent Movies, Thrillers",3,Drama
Movie,Mokalik (Mechanic),A young boy's life shifts when he's sent to work at a mechanic's shop far from his suburban home until an opportunity forces him to make a tough choice.,Kunle Afolayan,1,"Tooni Afolayan, Ayo Ogunshina, Dayo Akinpelu, Simi Ogunleye, Femi Adebayo, Lateef Adedimeji, Damilola Ogunsi, Rasaq Olayiwola, Ayo Adesanya, Wale Akorede, Toyosi Benjamin, Hamzat Sherifdeen, Samuel Olasehinde",13,Nigeria,1,Nigeria,Africa,English,2019,2010,2019-09-01,2019,0,TV-14,Teen,100,Feature Film,"Dramas, International Movies",2,Drama
Movie,Molly's Game,Former Olympian Molly Bloom ran a high-stakes poker game for the stars – until her lofty lifestyle nearly sent her to prison.,Aaron Sorkin,1,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Jeremy Strong, Chris O'Dowd, J.C. MacKenzie, Brian d'Arcy James, Bill Camp, Graham Greene, Justin Kirk, Brian d’Arcy James",12,"China, Canada, United States",3,China,Asia,Mandarin,2017,2010,2020-04-01,2020,3,R,Adult,141,Feature Film,Dramas,1,Drama
TV Show,Momo Salon,"An aspiring hair stylist opens her own salon. It turns into a mail-holding hub for busy neighbors, but she seizes the chance to promote her business.",Not Informed,0,"Lizzy, Jung-min Park, Sang-hee Lee",3,South Korea,1,South Korea,Asia,Korean,2014,2010,2017-07-01,2017,3,TV-14,Teen,1,Limited Series,"International TV Shows, Korean TV Shows, Romantic TV Shows",3,International
Movie,Mona Lisa Smile,"In 1953, the women of Wellesley College are measured by how well they marry – until the arrival of a professor who threatens to upend the status quo.",Mike Newell,1,"Julia Roberts, Kirsten Dunst, Julia Stiles, Maggie Gyllenhaal, Juliet Stevenson, Dominic West, Ginnifer Goodwin, Topher Grace, John Slattery, Marcia Gay Harden",10,United States,1,United States,North America,English,2003,2000,2019-01-01,2019,16,PG-13,Teen,119,Feature Film,Dramas,1,Drama
Movie,Money,"Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand.",Martin Rosete,1,"Kellan Lutz, Jess Weixler, Jesse Williams, Jamie Bamber, Lucía Guerrero, Fredric Lehne",6,"United States, Spain",2,United States,North America,English,2016,2010,2017-10-15,2017,1,R,Adult,84,Feature Film,Thrillers,1,Crime
TV Show,Money for Nothing,"Aided by designers and craftspeople, entrepreneur Sarah Moore rescues items bound for the garbage dump and turns them into valuable, unique objects.",Not Informed,0,Not Informed,0,Unknown,0,Unknown,Unknown,Unknown,2015,2010,2019-07-12,2019,4,TV-PG,Teen,1,Limited Series,"British TV Shows, International TV Shows, Reality TV",3,TV Shows
Movie,Money Talks,"TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison.",Brett Ratner,1,"Charlie Sheen, Chris Tucker, Heather Locklear, Paul Sorvino, Gérard Ismaël, Damian Chapa, Elise Neal, Michael Wright, Veronica Cartwright",9,United States,1,United States,North America,English,1997,1990,2019-11-01,2019,22,R,Adult,96,Feature Film,"Action & Adventure, Comedies",2,Action & Adventure
TV Show,Monkey Planet,"Join zoologist Dr. George McGavin for a fascinating, up-close look at the habits and behaviors of primates, our closest animal relatives.",Not Informed,0,George McGavin,1,United Kingdom,1,United Kingdom,Europe,English,2014,2010,2017-03-31,2017,3,TV-PG,Teen,1,Limited Series,"British TV Shows, Docuseries, Science & Nature TV",3,TV Shows
Movie,Monkey Up,A talking monkey famous for his TV commercials dreams of breaking into real movies. But first he stumbles upon a brother and sister who need his help.,Robert Vince,1,"Jonathan Mangum, Erin Allin O'Reilly, Kayden Magnuson, Danny Woodburn, Skylar Astin, John Ratzenberger, David Milchard",7,Canada,1,Canada,North America,English,2016,2010,2016-03-19,2016,0,PG,Family,83,Feature Film,"Children & Family Movies, Comedies",2,Family
Movie,Monopoly (The Bank Of Luck),"Seeking revenge on his employer, a lazy bank agent and his two dim-witted friends concoct an elaborate but flawed heist.",Ahmed El Gendy,1,"Mohamed Mamdouh, Mohammed Tharwat, Akram Hosny",3,Egypt,1,Egypt,Africa,Arabic,2017,2010,2019-06-15,2019,2,TV-MA,Adult,117,Feature Film,"Comedies, International Movies",2,Comedy
Movie,Monster Family,A family’s festive Halloween plans take a spooky turn when an evil witch's curse transforms the costumed clan into actual monsters.,Holger Tappe,1,"Celia Imrie, Emily Watson, Catherine Tate, Jason Isaacs, Nick Frost, Jessica Brown Findlay",6,"Germany, United Kingdom",2,Germany,Europe,German,2017,2010,2018-04-04,2018,1,PG,Family,93,Feature Film,Children & Family Movies,1,Family
Movie,Monster High 13 Wishes,"It's a new school year at Monster High, and the little sister of Clawdeen Wolf, Howleen, is determined to be more fangtastic than ever.",Steve Sacks,1,"Erin Fitzgerald, Missi Hale, Marcus Griffin, Celeste Henderson, Evan Smith, Cindy Robinson, Julie Maddalena, Cam Clarke, Jonquil Goode",9,United States,1,United States,North America,English,2013,2010,2018-03-01,2018,5,TV-Y7,Kids,73,Feature Film,Children & Family Movies,1,Family
Movie,"Monster High: Boo York, Boo York",Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.,William Lau,1,"Karen Strassman, Celeste Henderson, Wendee Lee, TJ Smith, America Young, Rachel Staman, Laura Bailey",7,United States,1,United States,North America,English,2015,2010,2015-09-29,2015,0,TV-Y7,Kids,72,Feature Film,"Children & Family Movies, Music & Musicals",2,Family
Movie,Monster High: Escape from Skull Shores,"A swanky cruise veers off course for Lagoona and her friends when they're left stranded on Skull Shores, an island with a notorious beast.","Steve Ball, Andrew Duncan",2,"Kate Higgins, Debi Derryberry, Salli Saffioti, Evan Smith, Laura Bailey, Audu Paden, Erin Fitzgerald, Cindy Robinson, Ogie Banks, Cam Clarke",10,United States,1,United States,North America,English,2012,2010,2018-01-01,2018,6,TV-Y7,Kids,46,Medium-length Film,Children & Family Movies,1,Family
Movie,Monster High: Freaky Fusion,"When Frankie Stein travels back in time, a teen scientist follows her home into the present and causes a lab accident that creates four new monsters.","William Lau, Sylvain Blais",2,"Cam Clarke, Audu Paden, Laura Bailey, Cindy Robinson, Erin Fitzgerald, Kate Higgins, Salli Saffioti, Sue Swan, Haviland Stillwell, Paula Rhodes, America Young, Stephanie Sheh, Josey Montana McCoy",13,United States,1,United States,North America,English,2014,2010,2018-01-30,2018,4,TV-Y7,Kids,74,Feature Film,Children & Family Movies,1,Family
Movie,Monster High: Friday Night Frights,"In their bid to win the Skulltimate Roller Maze championship, Monster High loses its star players, Clawd and Deuce, to injury.",Dustin McKenzie,1,"Laura Bailey, Ogie Banks, Cam Clarke, Debi Derryberry, Erin Fitzgerald, Kate Higgins, Julie Maddalena, Audu Paden, Cindy Robinson, Salli Saffioti, Evan Smith, America Young",12,United States,1,United States,North America,English,2013,2010,2018-01-01,2018,5,TV-Y7,Kids,46,Medium-length Film,Children & Family Movies,1,Family
Movie,Monster High: Fright On!,"Big changes are afoot at Monster High when administrators announce a merger with two other schools, designed to bring all monsters together.","Victor Dal Chele, Alfred Gimeno",2,"Kate Higgins, Debi Derryberry, Salli Saffioti, Laura Bailey, Yuri Lowenthal, Audu Paden, Cindy Robinson, Erin Fitzgerald, America Young, Ogie Banks",10,United States,1,United States,North America,English,2011,2010,2018-01-01,2018,7,TV-Y7,Kids,46,Medium-length Film,Children & Family Movies,1,Family
Movie,"Monster High: Frights, Camera, Action!","Draculaura is whisked to Transylvania to be crowned vampire queen, but when she learns she's been duped, the search is on for the true royal heir.",William Lau,1,"Sue Swan, Kate Higgins, Celeste Henderson, Marcus Griffin, America Young, Karen Strassman, James Horan, Erin Fitzgerald, Laura Bailey, Yeni Alvarez",10,United States,1,United States,North America,English,2014,2010,2018-01-01,2018,4,TV-Y7,Kids,74,Feature Film,Children & Family Movies,1,Family
Movie,Monster High: Ghouls Rule,"After learning that monsters and ""Normies"" used to spend Halloween together, Frankie Stein and her pals rally both groups for a frightfully good time.","Mike Fetterly, Steve Sacks",2,"Laura Bailey, Hank Banks, Cam Clarke, Erin Fitzgerald, Dee Dee Green, Kate Higgins, Andrew Duncan",7,United States,1,United States,North America,English,2012,2010,2018-03-01,2018,6,TV-Y7,Kids,71,Feature Film,Children & Family Movies,1,Family
Movie,Monster High: Great Scarrier Reef,"At a Monster High party, Lagoona and pals are sucked into the reef, where she'll have to come to terms with her flaws and confront an old frenemy.",William Lau,1,"Larissa Galagher, Kate Higgins, Debi Derryberry, Salli Saffioti, America Young, Evan Smith, Lyndsy Kail, Rachel Staman, Cherami Leigh, Paula Rhodes, Erin Fitzgerald",11,United States,1,United States,North America,English,2016,2010,2017-10-01,2017,1,TV-Y7,Kids,72,Feature Film,Children & Family Movies,1,Family
Movie,Monster High: Haunted,"Hearing that their old school is being haunted, Spectra Vondergeist and her pals head back to Monster High to get to the bottom of the scary spookery.","Dan Fraga, William Lau",2,Not Informed,0,United States,1,United States,North America,English,2015,2010,2018-03-24,2018,3,TV-Y7,Kids,76,Feature Film,Children & Family Movies,1,Family
Movie,Monster High: New Ghoul at School,"Insecure new student Frankie Stein struggles to fit in at Monster High, where ultra-cool ghoul Cleo De Nile and hunky monster Deuce rule the roost.","Audu Paden, Eric Radomski",2,"Kate Higgins, Salli Saffioti, Debi Derryberry, Laura Bailey, Yuri Lowenthal, Audu Paden, Troy Baker, Erin Fitzgerald",8,United States,1,United States,North America,English,2010,2010,2017-10-01,2017,7,TV-Y7,Kids,23,Short Film,Children & Family Movies,1,Family
Movie,"Monster High: Scaris, City of Frights","When Clawdeen gets a chance to study with a top fashion designer, she and her pals hop on a plane to Scaris, France, the city where screams come true.","Dustin McKenzie, Andrew Duncan, Audu Paden",3,"Laura Bailey, Cam Clarke, Erin Fitzgerald, Dee Dee Green, Celeste Henderson, Kate Higgins, Jonathan Lipow, Julie Maddalena, Dustin McKenzie, Audu Paden",10,United States,1,United States,North America,English,2013,2010,2015-07-07,2015,2,TV-G,Family,60,Medium-length Film,Children & Family Movies,1,Family
Movie,Monster High: Why Do Ghouls Fall in Love?,Draculaura's ghoulfriends have some suspicions about one of her two persistent suitors – but can they stop him before he steals her un-beating heart?,"Dustin McKenzie, Steve Sacks",2,"Laura Bailey, Ogie Banks, Cam Clarke, Debi Derryberry, Erin Fitzgerald, Kate Higgins, Jonathan Lipow, Audu Paden, Cindy Robinson, Salli Saffioti, Evan Smith, America Young",12,United States,1,United States,North America,English,2013,2010,2018-01-01,2018,5,TV-Y7,Kids,46,Medium-length Film,Children & Family Movies,1,Family
TV Show,Monster Math Squad,"Max, Lily and Goo love to put their minds together and use their math skills to overcome any obstacle, even ones with two left feet or ten thumbs.",Not Informed,0,"Julie Sype, Cory Doran, Annick Obonsawin, Jenna Warren",4,Canada,1,Canada,North America,English,2012,2010,2020-05-15,2020,8,TV-Y,Kids,2,Short Series,Kids' TV,1,Family
Movie,Monster-in-Law,An office temp thinks she's found Mr. Right when she starts dating a handsome surgeon. But there's a problem standing in the way of everlasting bliss.,Robert Luketic,1,"Jennifer Lopez, Jane Fonda, Michael Vartan, Wanda Sykes, Adam Scott, Monet Mazur, Annie Parisse, Will Arnett, Elaine Stritch, Stephen Dunham",10,"United States, Germany",2,United States,North America,English,2005,2000,2020-01-01,2020,15,PG-13,Teen,101,Feature Film,"Comedies, Romantic Movies",2,Comedy
TV Show,Monty Don's French Gardens,"TV personality Monty Don visits France’s most famous gardens to dig up the influence of power, culture and passion on their conceptions and designs.",Rachel Bell,1,Not Informed,0,United Kingdom,1,United Kingdom,Europe,English,2013,2010,2019-07-26,2019,6,TV-G,Family,1,Limited Series,"British TV Shows, Docuseries, International TV Shows",3,TV Shows
TV Show,Monty Don's Italian Gardens,"From horticultural hideaways to luxurious botanical displays, TV personality Monty Don explores the history behind Italy’s most extraordinary gardens.",Not Informed,0,Monty Don,1,United Kingdom,1,United Kingdom,Europe,English,2011,2010,2019-07-26,2019,8,TV-G,Family,1,Limited Series,"British TV Shows, Docuseries, International TV Shows",3,TV Shows
